id1,id2,val
53820,125110,1
3723,57186,1
3723,53357,1
3723,103733,1
630,3723,1
3723,58048,1
3723,66365,1
53357,57186,1
57186,103733,1
630,57186,1
57186,58048,1
57186,66365,1
53357,103733,1
630,53357,1
53357,58048,1
53357,66365,1
630,103733,1
58048,103733,1
66365,103733,1
630,58048,1
630,66365,1
58048,66365,1
7977,57944,1
7977,209218,1
7977,53777,-1
57944,209218,1
53777,57944,-1
53777,209218,-1
264561,266333,1
7977,57409,1
7977,78399,1
2970,7977,1
7977,212667,1
7977,260397,1
1857,7977,1
7977,53564,1
218,7977,1
7977,55205,1
515,7977,0
7977,67432,0
7977,55430,1
7356,7977,1
7977,53280,0
1989,7977,0
7977,128209,0
7977,53648,0
7977,266333,0
7977,65357,0
57409,78399,1
2970,57409,1
57409,212667,1
57409,260397,1
57409,209218,1
1857,57409,1
53564,57409,1
218,57409,1
55205,57409,1
515,57409,0
57409,67432,0
55430,57409,1
7356,57409,1
53280,57409,0
1989,57409,0
57409,128209,0
53648,57409,0
57409,266333,-1
57409,65357,0
2970,78399,1
78399,212667,1
78399,260397,1
78399,209218,1
1857,78399,1
53564,78399,1
218,78399,1
55205,78399,1
515,78399,0
67432,78399,0
55430,78399,1
7356,78399,1
53280,78399,1
1989,78399,0
78399,128209,0
53648,78399,-1
78399,266333,0
65357,78399,0
2970,212667,1
2970,260397,1
2970,209218,1
1857,2970,1
2970,53564,1
218,2970,1
2970,55205,1
515,2970,-1
2970,67432,0
2970,55430,1
2970,7356,1
2970,53280,1
1989,2970,0
2970,128209,0
2970,53648,-1
2970,266333,-1
2970,65357,0
212667,260397,1
209218,212667,1
1857,212667,1
53564,212667,1
218,212667,1
55205,212667,1
515,212667,0
67432,212667,0
55430,212667,1
7356,212667,1
53280,212667,1
1989,212667,0
128209,212667,0
53648,212667,0
212667,266333,0
65357,212667,0
209218,260397,1
1857,260397,1
53564,260397,1
218,260397,1
55205,260397,1
515,260397,0
67432,260397,0
55430,260397,1
7356,260397,1
53280,260397,1
1989,260397,0
128209,260397,0
53648,260397,0
260397,266333,0
65357,260397,0
1857,209218,1
53564,209218,1
218,209218,1
55205,209218,1
515,209218,0
67432,209218,0
55430,209218,1
7356,209218,1
53280,209218,1
1989,209218,0
128209,209218,0
