id1,id2,val
82,218,1
82,218343,1
218,218343,1
82,194648,1
82,11346,1
218,194648,1
11346,194648,1
194648,218343,1
218,11346,1
11346,218343,1
218,452,1
218,95988,1
218,53392,0
218,229126,1
218,53699,0
452,95988,1
452,53392,0
452,229126,1
452,53699,0
53392,95988,0
95988,229126,1
53699,95988,0
53392,229126,-1
53392,53699,1
53699,229126,-1
6862,110015,-1
16,110015,1
76637,110015,-1
56120,110015,0
110015,205703,-1
101333,110015,1
110015,267335,-1
56246,110015,1
110015,240715,1
452,110015,1
81938,110015,1
670,110015,1
110015,156637,1
77107,110015,0
56120,76637,-1
76637,205703,1
76637,101333,-1
76637,267335,1
56246,76637,-1
76637,240715,0
452,76637,-1
76637,81938,-1
670,76637,-1
76637,156637,-1
76637,77107,1
56120,205703,-1
56120,101333,0
56120,267335,-1
56120,56246,0
56120,240715,0
452,56120,0
56120,81938,0
670,56120,0
56120,156637,0
56120,77107,0
101333,205703,-1
205703,267335,1
56246,205703,-1
205703,240715,0
452,205703,-1
81938,205703,-1
670,205703,-1
156637,205703,-1
77107,205703,1
101333,267335,0
56246,101333,1
101333,240715,1
452,101333,1
81938,101333,1
670,101333,1
101333,156637,1
77107,101333,0
56246,267335,-1
240715,267335,0
452,267335,-1
81938,267335,-1
670,267335,-1
156637,267335,-1
77107,267335,0
56246,240715,0
452,56246,1
56246,81938,1
670,56246,1
56246,156637,1
56246,77107,0
452,240715,1
81938,240715,0
670,240715,0
156637,240715,1
77107,240715,0
452,81938,1
452,670,1
452,156637,1
452,77107,0
670,81938,1
81938,156637,1
77107,81938,0
670,156637,1
670,77107,0
77107,156637,0
125110,266333,1
2970,125110,1
2970,55064,1
2970,63581,1
2970,59663,1
55064,125110,1
63581,125110,1
59663,125110,1
55064,63581,1
55064,59663,1
59663,63581,1
94587,125110,1
53648,264935,0
119332,186275,1
452,86216,1
452,124142,1
16,452,1
452,239528,1
452,101507,1
452,92894,1
452,1908,1
452,55430,1
86216,110015,1
110015,124142,1
110015,239528,1
101507,110015,1
92894,110015,1
1908,110015,1
55430,110015,1
86216,101333,1
101333,124142,1
16,101333,1
101333,239528,1
101333,101507,1
92894,101333,1
1908,101333,1
55430,101333,1
86216,124142,1
86216,156637,1
16,86216,1
86216,240715,1
86216,239528,1
86216,101507,1
86216,92894,1
1908,86216,1
55430,86216,0
124142,156637,1
16,124142,1
124142,240715,1
124142,239528,1
101507,124142,1
92894,124142,1
1908,124142,1
55430,124142,1
16,156637,1
156637,239528,1
101507,156637,1
92894,156637,1
1908,156637,1
55430,156637,1
16,240715,1
16,239528,1
16,101507,1
16,92894,1
16,1908,1
16,55430,1
239528,240715,1
101507,240715,1
92894,240715,1
1908,240715,1
55430,240715,1
101507,239528,1
92894,239528,1
1908,239528,1
55430,239528,1
92894,101507,1
1908,101507,1
55430,101507,1
1908,92894,1
55430,92894,1
1908,55430,1
630,80233,1
630,247803,1
630,2970,1
