id1,id2,val
218,55076,1
218,71915,1
55076,71915,1
218,53564,1
218,66347,1
53564,53820,1
69557,266333,1
53648,266333,1
57299,266333,1
53648,69557,1
57299,69557,1
53648,57299,1
53564,66347,1
66347,66365,1
5351,53699,1
5351,57536,1
5351,54660,1
5351,53648,1
53699,57536,1
53699,54660,1
53648,53699,1
54660,57536,1
53648,57536,1
53648,54660,1
55076,55743,1
55076,95988,1
55743,95988,1
55076,179610,1
55076,87641,1
55076,80145,1
55076,67527,1
53648,55076,0
87641,179610,1
80145,179610,1
55743,179610,1
95988,179610,1
67527,179610,1
53648,179610,1
80145,87641,1
55743,87641,1
87641,95988,1
67527,87641,1
53648,87641,0
55743,80145,1
80145,95988,1
67527,80145,1
53648,80145,0
55743,67527,1
53648,55743,1
67527,95988,1
53648,95988,1
53648,67527,0
53648,186289,1
515,7977,1
53820,89303,1
630,66365,1
630,180707,1
630,57186,1
630,86531,1
66365,180707,1
57186,66365,1
66365,86531,1
57186,180707,1
86531,180707,1
57186,86531,1
630,56117,1
630,53357,1
56117,180707,1
53357,56117,1
53357,180707,1
111,260,1
111,260849,1
111,54772,1
111,56823,1
111,53197,1
54772,260849,1
56823,260849,1
53197,260849,1
54772,56823,1
53197,54772,1
53197,56823,1
260,260849,1
260,54772,1
16,53949,1
16,267335,1
16,452,1
53949,267335,1
452,53949,1
452,267335,1
34,53949,1
670,53949,1
597,53949,-1
53517,53949,1
53949,128727,0
16,34,1
16,670,1
16,597,1
16,53517,1
16,128727,-1
34,452,1
452,670,1
452,597,1
452,53517,1
452,128727,1
34,670,1
34,597,1
34,267335,1
34,53517,1
34,128727,1
597,670,1
670,267335,1
670,53517,1
670,128727,1
597,267335,1
597,53517,1
597,128727,1
53517,267335,1
128727,267335,1
53517,128727,1
54069,209218,1
16,264561,-1
16,55430,1
597,55430,1
218,53820,1
53820,187629,1
53648,53777,1
260,53777,-1
53777,189435,0
53777,80233,1
53777,87641,0
53777,69557,1
53777,191031,0
53777,97322,1
260,53648,1
53648,189435,0
53648,80233,0
53648,191031,1
53648,97322,-1
260,189435,0
260,80233,-1
260,87641,0
260,69557,-1
260,191031,0
260,97322,-1
80233,189435,0
87641,189435,0
69557,189435,0
189435,191031,0
97322,189435,0
80233,87641,0
69557,80233,1
80233,191031,0
80233,97322,1
69557,87641,0
87641,191031,0
87641,97322,0
69557,191031,0
69557,97322,1
97322,191031,0
53949,69860,1
53777,53949,0
53949,208897,1
53777,69860,0
69860,208897,1
53777,208897,0
16,125110,0
16,53648,1
16,57536,0
16,57299,0
16,2970,0
16,53337,0
16,86531,0
53648,125110,0
57536,125110,0
57299,125110,0
2970,125110,1
53337,125110,0
86531,125110,0
2970,53648,1
53337,53648,1
53648,86531,1
57299,57536,1
2970,57536,1
53337,57536,1
57536,86531,1
2970,57299,1
53337,57299,1
57299,86531,1
2970,53337,1
2970,86531,1
53337,86531,1
1989,45216,1
1989,2970,1
2970,45216,1
260,55750,1
57409,125110,0
64944,125110,0
1503,125110,0
515,125110,0
57409,64944,1
1503,57409,0
515,57409,1
1503,64944,1
515,64944,1
515,1503,1
53777,179610,1
53699,53777,1
3150,53777,1
53392,53777,1
3150,53648,1
53392,53648,1
53699,179610,1
3150,179610,1
53392,179610,1
3150,53699,1
53392,53699,1
3150,53392,1
53337,80233,1
1989,125110,0
263,125110,1
1503,1989,1
263,1503,1
263,1989,1
2261,67432,1
82,189824,1
670,53648,1
16,53777,0
670,53777,0
53357,54069,1
515,54069,1
53087,54069,1
515,209218,1
515,53087,1
53087,209218,1
651,54069,1
651,53087,1
53949,96528,1
16,96528,1
96528,128727,-1
53949,209218,1
53777,67432,0
53777,264561,0
53337,53777,1
53777,142469,0
53777,266333,1
53777,61857,0
23883,53777,0
67432,264561,1
53648,67432,1
53337,67432,1
67432,142469,1
67432,266333,1
61857,67432,1
23883,67432,1
53648,264561,1
53337,264561,1
142469,264561,0
264561,266333,1
61857,264561,1
23883,264561,1
53648,142469,1
53648,61857,1
23883,53648,1
53337,142469,1
53337,266333,1
53337,61857,1
23883,53337,1
142469,266333,1
61857,142469,1
23883,142469,1
61857,266333,1
23883,266333,1
23883,61857,1
78561,125110,1
597,125110,0
76637,125110,0
597,76637,1
56143,57536,1
56143,86531,1
126503,260849,1
260,126503,1
16,77107,1
55430,77107,1
16,110015,1
16,184190,1
16,196359,1
16,1908,1
597,110015,1
597,184190,1
597,196359,1
597,1908,1
53517,110015,1
452,110015,1
110015,184190,1
110015,196359,1
1908,110015,1
670,110015,1
53517,184190,1
53517,196359,1
1908,53517,1
452,184190,1
452,196359,1
452,1908,1
184190,196359,1
1908,184190,1
670,184190,1
1908,196359,1
670,196359,1
670,1908,1
180707,191843,1
53357,191843,1
515,1857,1
515,1989,1
515,20744,1
20744,125110,1
7977,125110,1
1503,20744,1
1503,7977,1
1989,20744,1
1989,7977,1
7977,20744,1
515,78399,1
515,77171,1
1857,78399,1
1857,77171,1
77171,78399,1
1857,125110,1
58998,125110,1
1857,20744,1
1857,2970,1
1857,58998,1
2970,20744,1
20744,58998,1
2970,58998,1
53357,66365,1
66365,191843,-1
53357,57186,1
57186,191843,1
66365,132035,-1
66365,190998,-1
57186,132035,1
57186,190998,1
132035,190998,1
132035,191843,1
190998,191843,1
597,264561,1
218,53310,1
54772,126503,1
111,126503,-1
76637,264561,1
670,264561,0
194141,264561,-1
110015,264561,-1
670,76637,1
76637,194141,-1
76637,110015,-1
16,76637,-1
670,194141,0
110015,194141,1
16,194141,1
53648,66365,1
218,66365,1
53564,66365,1
82,66365,1
53648,180707,0
218,180707,1
53564,180707,1
82,180707,1
53648,191843,0
218,53648,1
53564,53648,1
53357,53648,1
82,53648,0
218,191843,0
53564,191843,0
82,191843,0
218,53357,1
82,218,1
53357,53564,1
82,53564,1
82,53357,0
16,208897,1
296,79794,0
296,3804,1
3804,79794,1
55076,191110,1
87641,191110,1
55743,191110,-1
53415,125110,1
1857,53415,1
1857,7977,1
7977,53415,1
53699,191031,1
670,2970,1
2970,188993,0
1503,2970,-1
2970,53415,1
2970,53367,-1
2970,64944,-1
515,2970,1
2970,53280,1
263,2970,0
1503,188993,1
53415,188993,-1
53367,188993,1
64944,188993,1
45216,188993,1
515,188993,1
53280,188993,1
263,188993,1
1503,53415,-1
1503,53367,1
1503,45216,1
1503,53280,1
53367,53415,-1
53415,64944,-1
45216,53415,-1
515,53415,-1
53280,53415,-1
263,53415,-1
53367,64944,1
45216,53367,0
515,53367,1
53280,53367,0
263,53367,1
45216,64944,1
53280,64944,1
263,64944,1
515,45216,1
45216,53280,1
263,45216,1
515,53280,1
263,515,1
263,53280,1
2970,66347,1
57944,66347,1
1989,66347,0
2970,57944,1
1989,57944,0
55645,67527,1
55076,55645,1
2970,78561,0
84066,209218,1
43929,209218,0
43929,84066,0
670,3284,1
597,3284,1
3284,76637,1
53648,261822,1
57186,193367,1
53357,193367,1
180707,193367,1
66365,193367,1
179,180707,-1
132035,180707,1
180707,191629,1
180707,192519,1
3723,180707,-1
179,193367,1
179,132035,-1
179,66365,1
179,191629,-1
179,53357,-1
179,192519,-1
179,3723,1
132035,193367,-1
191629,193367,-1
192519,193367,-1
3723,193367,1
132035,191629,1
53357,132035,1
132035,192519,1
3723,132035,-1
66365,191629,-1
66365,192519,-1
3723,66365,1
53357,191629,1
191629,192519,1
3723,191629,-1
53357,192519,1
3723,53357,-1
3723,192519,-1
2970,78399,1
515,55076,1
1857,53280,-1
53648,53949,1
2261,76637,0
67432,76637,0
53620,56143,1
53949,76637,0
3019,76637,1
597,3019,1
53603,191031,1
1589,53603,1
53603,53648,1
1589,191031,1
1589,53648,1
670,80233,1
1503,80233,1
670,1503,0
80233,179610,1
53699,80233,1
53392,80233,1
80233,142469,1
53392,142469,1
53699,142469,1
53620,55845,1
53620,66365,1
53620,84066,1
53620,193743,1
66365,84066,1
66365,193743,1
84066,193743,1
53197,53212,1
53197,66365,1
53197,55743,-1
53197,209218,-1
53212,66365,1
111,53212,1
53212,55743,-1
53212,209218,-1
111,66365,1
55743,66365,-1
66365,209218,-1
111,55743,-1
111,209218,-1
55743,209218,1
57299,80233,0
597,55076,1
597,178297,-1
597,3150,0
597,194099,-1
55076,178297,1
3150,55076,0
55076,194099,0
3150,178297,1
178297,194099,1
3150,194099,1
1857,64944,1
20744,64944,1
1503,1857,1
80233,142350,-1
80233,153996,-1
53648,142350,1
142350,153996,1
53648,153996,1
54772,56117,0
54772,180707,0
263,78399,1
125110,264561,1
53648,53820,1
81475,180707,1
180707,264561,1
111,180707,1
54069,180707,1
142469,180707,-1
63357,180707,1
66365,81475,1
66365,264561,0
54069,66365,1
66365,142469,-1
63357,66365,1
81475,264561,0
111,81475,1
54069,81475,1
81475,142469,-1
63357,81475,1
111,264561,1
54069,264561,1
63357,264561,1
111,54069,1
111,142469,-1
111,63357,1
54069,142469,-1
54069,63357,1
63357,142469,-1
53392,180707,0
53337,180707,1
53392,86531,0
53337,53392,1
53392,57186,0
53392,53564,1
630,53392,0
53357,53392,-1
53648,57186,0
630,53648,1
53564,86531,0
53357,86531,1
53337,57186,0
53337,53564,0
630,53337,1
53337,53357,0
53564,57186,0
630,53564,0
515,264561,-1
70381,264561,1
179,57186,0
3150,142469,1
3150,53337,1
3150,266333,1
3150,67432,1
55076,179774,1
55076,266333,1
53648,179774,1
53648,178297,1
178297,179774,1
179774,266333,1
95988,179774,1
178297,266333,1
95988,178297,1
95988,266333,1
82,55076,0
53949,67432,0
3150,53949,0
53949,264561,0
53949,69557,0
53949,266333,0
3804,53949,0
53949,115061,0
16,67432,0
597,67432,0
53517,67432,0
67432,69557,0
3804,67432,0
67432,115061,0
16,3150,0
16,69557,0
16,266333,0
16,3804,0
16,115061,0
597,53648,1
597,69557,0
597,266333,0
597,3804,-1
597,115061,0
3150,264561,0
3150,53517,-1
3150,69557,0
3150,3804,-1
3150,115061,0
53517,264561,0
69557,264561,0
3804,264561,0
115061,264561,-1
53517,53648,0
53517,69557,0
53517,266333,0
3804,53517,1
53517,115061,0
3804,53648,0
53648,115061,0
3804,69557,0
69557,115061,0
3804,266333,0
115061,266333,0
3804,115061,0
1857,53337,1
1857,266333,-1
82,66347,1
87641,179774,1
67432,70381,1
76799,87641,1
515,597,0
34,515,0
597,260397,0
76637,260397,1
128727,260397,0
76637,128727,1
452,3019,1
57186,193743,1
53357,193743,1
630,193743,1
53017,79794,1
3804,53017,1
53017,77171,1
296,53017,1
3804,77171,1
296,77171,1
53017,78172,1
6166,53017,1
6166,78172,-1
3019,53949,1
670,3019,1
53949,77107,1
53310,66347,1
43929,53310,0
53310,84066,1
43929,66347,0
66347,84066,1
132035,189989,1
54069,80145,1
80145,264561,1
82,55743,1
55743,76799,1
55743,190082,1
76799,190082,0
597,55743,1
55076,171688,1
55076,264561,1
53392,55076,1
55076,193743,1
55076,209218,1
55743,171688,1
55743,264561,1
53392,55743,1
55743,193743,1
80145,171688,1
53392,80145,1
80145,193743,1
80145,209218,1
87641,171688,1
87641,264561,1
53392,87641,1
87641,193743,1
87641,209218,1
171688,264561,1
53392,171688,1
171688,193743,1
171688,209218,1
95988,171688,1
53392,264561,1
193743,264561,1
209218,264561,1
95988,264561,1
53392,193743,1
53392,209218,1
53392,95988,1
193743,209218,1
95988,193743,1
95988,209218,1
180707,190998,1
597,69860,-1
3019,55430,1
55430,76637,1
3019,110015,1
16,3019,1
452,76637,-1
8489,186289,1
8489,53648,1
80145,178297,1
76799,80145,1
76799,178297,1
515,53648,1
43929,53648,1
515,43929,1
8489,55430,1
3004,79794,1
53337,70381,0
76799,171688,1
1589,266333,1
53087,170165,1
515,55064,1
670,208897,0
263,20744,1
110015,208897,0
16,20744,1
16,78399,1
20744,78399,1
7977,53367,0
53648,190753,1
53648,63796,0
53648,159906,1
53648,54552,1
63796,190753,1
53564,190753,1
159906,190753,1
54552,190753,1
53392,190753,1
53564,63796,1
63796,159906,1
54552,63796,1
53392,63796,1
53564,159906,1
53564,54552,1
54552,159906,1
53392,159906,1
53392,54552,1
515,53337,-1
515,55430,1
515,81475,1
53337,55430,-1
53337,81475,-1
55430,81475,1
53699,57299,1
191843,192519,1
66365,103733,1
57409,134835,-1
53699,61857,1
53337,53699,1
53699,266333,1
45216,78399,1
53699,91962,1
10650,91962,1
10650,53699,1
1589,56143,1
56143,80233,1
53820,63796,-1
103733,132035,-1
