id1,id2,val
515,78399,1
515,45216,1
45216,78399,0
53017,79873,1
6166,53017,1
71915,97322,-1
53648,62589,0
64443,66271,1
64443,76349,1
168,64443,1
64443,174808,1
66271,76349,1
168,66271,1
66271,174808,1
168,76349,1
76349,174808,1
168,174808,1
53038,99941,0
53620,99941,0
53038,53620,0
260,165470,1
53648,53820,1
53564,71915,1
218,670,1
670,53087,1
670,78399,1
670,264561,1
670,57536,1
218,53087,1
218,78399,1
218,264561,1
218,57536,1
53087,78399,1
53087,264561,1
53087,57536,1
78399,264561,1
57536,78399,1
57536,264561,1
111,77646,-1
670,77646,0
111,670,0
53777,97322,1
3150,97322,1
3150,53777,1
53777,57299,1
53777,142350,1
57299,142350,1
71915,165285,1
53310,53337,0
53337,55685,1
670,53337,0
53310,55685,-1
670,53310,0
670,55685,0
53087,55750,1
55750,78399,1
263,515,1
263,63581,0
263,53280,0
263,7977,1
263,2970,1
263,58998,0
515,63581,1
515,53280,0
515,7977,0
515,2970,1
515,58998,0
53280,63581,0
7977,63581,0
2970,63581,1
58998,63581,0
7977,53280,0
2970,53280,0
53280,58998,0
2970,7977,0
7977,58998,0
2970,58998,0
63581,107461,1
53310,63581,1
55743,63581,0
670,63581,0
63581,111503,1
55685,63581,1
53517,63581,-1
53310,107461,1
55743,107461,0
670,107461,1
107461,111503,0
55685,107461,-1
53517,107461,-1
2970,107461,1
53310,55743,0
53310,111503,1
53310,53517,-1
2970,53310,1
670,55743,0
55743,111503,0
55685,55743,0
53517,55743,-1
2970,55743,1
670,111503,0
670,53517,0
670,2970,0
55685,111503,1
53517,111503,1
2970,111503,0
53517,55685,1
2970,55685,-1
2970,53517,-1
53017,57049,1
53777,71915,-1
57299,71915,-1
53337,69557,-1
53310,99941,1
99941,107461,1
16,64443,1
452,64443,1
16,452,1
53777,266333,1
1589,53777,0
53648,53777,1
53777,80233,0
53337,53777,1
53777,91962,0
53564,53777,1
53392,53777,1
53777,53820,0
53777,166271,0
53777,166277,0
53777,166279,0
53777,101293,0
53777,58705,0
53777,235597,1
53777,153864,1
53777,55064,0
53251,53777,0
53777,95153,0
53777,55673,1
53777,57536,1
53777,61857,1
1589,266333,1
53648,266333,1
80233,266333,1
53337,266333,1
91962,266333,0
53564,266333,1
53392,266333,1
53820,266333,1
166271,266333,1
166277,266333,1
166279,266333,1
101293,266333,1
58705,266333,1
235597,266333,1
153864,266333,0
55064,266333,1
53251,266333,1
95153,266333,1
55673,266333,1
57536,266333,1
61857,266333,1
1589,53648,1
1589,80233,1
1589,53337,1
1589,91962,1
1589,53564,1
1589,53392,1
1589,53820,1
1589,166271,1
1589,166277,1
1589,166279,1
1589,101293,1
1589,58705,1
1589,235597,1
1589,153864,0
1589,55064,1
1589,53251,1
1589,95153,1
1589,55673,0
1589,57536,1
1589,61857,1
53648,80233,1
53337,53648,1
53648,91962,1
53564,53648,1
53392,53648,1
53648,166271,1
53648,166277,1
53648,166279,1
53648,101293,1
53648,58705,1
53648,235597,1
53648,153864,-1
53648,55064,1
53251,53648,0
53648,95153,1
53648,55673,0
53648,57536,1
53648,61857,1
53337,80233,1
80233,91962,1
53564,80233,1
53392,80233,1
53820,80233,1
80233,166271,1
80233,166277,1
80233,166279,1
80233,101293,1
58705,80233,1
80233,235597,1
80233,153864,0
55064,80233,1
53251,80233,1
80233,95153,1
55673,80233,0
57536,80233,1
61857,80233,1
53337,91962,1
53337,53564,1
53337,53392,1
53337,53820,1
53337,166271,1
53337,166277,1
53337,166279,1
53337,101293,1
53337,58705,1
53337,235597,1
53337,153864,0
53337,55064,1
53251,53337,1
53337,95153,1
53337,55673,1
53337,57536,1
53337,61857,1
53564,91962,1
53392,91962,0
53820,91962,1
91962,166271,1
91962,166277,1
91962,166279,1
91962,101293,1
58705,91962,1
91962,235597,1
91962,153864,0
55064,91962,1
53251,91962,1
91962,95153,1
55673,91962,0
57536,91962,1
61857,91962,1
53392,53564,1
53564,53820,1
53564,166271,1
53564,166277,1
53564,166279,1
53564,101293,1
53564,58705,1
53564,235597,1
53564,153864,0
53564,55064,1
53251,53564,1
53564,95153,1
53564,55673,0
53564,57536,1
53564,61857,1
53392,53820,1
53392,166271,1
53392,166277,1
53392,166279,1
53392,101293,1
53392,58705,1
53392,235597,1
53392,153864,1
53392,55064,1
53251,53392,1
53392,95153,1
53392,55673,1
53392,57536,1
53392,61857,1
53820,166271,1
53820,166277,1
53820,166279,1
53820,101293,1
53820,58705,1
53820,235597,1
53820,153864,0
53820,55064,1
53251,53820,0
53820,95153,1
53820,55673,0
53820,57536,1
53820,61857,1
166271,166277,1
166271,166279,1
101293,166271,1
58705,166271,1
166271,235597,1
153864,166271,0
55064,166271,1
53251,166271,1
95153,166271,1
55673,166271,0
57536,166271,1
61857,166271,1
166277,166279,1
101293,166277,1
58705,166277,1
166277,235597,1
153864,166277,0
55064,166277,1
53251,166277,1
95153,166277,1
55673,166277,0
57536,166277,1
61857,166277,1
101293,166279,1
58705,166279,1
166279,235597,1
153864,166279,0
55064,166279,1
53251,166279,1
95153,166279,1
55673,166279,0
57536,166279,1
61857,166279,1
58705,101293,1
101293,235597,1
101293,153864,0
55064,101293,1
53251,101293,1
95153,101293,1
55673,101293,1
57536,101293,1
61857,101293,1
58705,235597,1
58705,153864,0
55064,58705,1
53251,58705,1
58705,95153,1
55673,58705,0
57536,58705,1
58705,61857,1
153864,235597,0
55064,235597,1
53251,235597,1
95153,235597,1
55673,235597,0
57536,235597,1
61857,235597,1
55064,153864,0
53251,153864,1
95153,153864,0
55673,153864,1
57536,153864,0
61857,153864,0
53251,55064,1
55064,95153,1
55064,55673,0
55064,57536,1
55064,61857,1
53251,95153,1
53251,55673,0
53251,57536,1
53251,61857,1
55673,95153,0
57536,95153,1
61857,95153,1
55673,57536,1
55673,61857,0
57536,61857,1
53038,164952,1
53280,125110,1
2970,55064,1
515,55064,1
53380,111503,1
63581,78399,1
53197,55750,1
260,55750,1
260,53197,1
55685,260849,1
53517,260849,1
55430,124241,1
124241,142350,-1
452,124241,1
55430,142350,-1
452,55430,1
452,142350,-1
218,53820,1
53620,168168,1
218,57944,1
597,69860,1
597,101333,1
69860,101333,1
53337,53699,1
53337,64888,1
53337,142350,1
53337,57299,1
53337,112303,1
53337,53790,1
3150,53337,1
53337,53355,1
597,53337,1
53337,175859,1
53699,53777,1
53777,64888,1
53777,112303,1
53777,53790,1
53355,53777,1
597,53777,1
53777,175859,1
53648,53699,1
53648,64888,1
53648,142350,1
53648,57299,1
53648,112303,1
53648,53790,1
3150,53648,1
53355,53648,1
597,53648,1
53648,175859,1
53699,57536,1
57536,64888,1
57536,142350,1
57299,57536,1
57536,112303,1
53790,57536,1
3150,57536,1
53355,57536,1
597,57536,1
57536,175859,1
53699,64888,1
53699,266333,1
53699,142350,1
53699,61857,1
53699,57299,1
53699,112303,1
53699,53790,1
3150,53699,1
53564,53699,1
53355,53699,1
597,53699,1
53699,175859,1
64888,266333,1
64888,142350,1
61857,64888,1
57299,64888,1
64888,112303,1
53790,64888,1
3150,64888,1
53564,64888,1
53355,64888,1
597,64888,1
64888,175859,1
142350,266333,1
57299,266333,1
112303,266333,1
53790,266333,1
3150,266333,1
53355,266333,1
597,266333,1
175859,266333,1
61857,142350,1
112303,142350,1
53790,142350,1
3150,142350,1
53564,142350,1
53355,142350,1
597,142350,1
142350,175859,0
57299,61857,1
61857,112303,1
53790,61857,1
3150,61857,1
53355,61857,1
597,61857,1
61857,175859,1
57299,112303,1
53790,57299,1
3150,57299,1
53564,57299,1
53355,57299,1
597,57299,1
57299,175859,1
53790,112303,1
3150,112303,1
53564,112303,1
53355,112303,1
597,112303,1
112303,175859,1
3150,53790,1
53564,53790,1
53355,53790,1
597,53790,1
53790,175859,1
3150,53564,1
3150,53355,1
597,3150,1
